dataset,model,scope,ratio,method,epoch,total_epoch,accuracy,validation_loss
cifar100,resnet56,global,3.0,lamp,24,100,0.5167,1.7890
cifar100,resnet56,global,3.0,lamp,25,100,0.5264,1.7302
cifar100,resnet56,global,3.0,lamp,26,100,0.5441,1.6426
cifar100,resnet56,global,3.0,lamp,27,100,0.5304,1.7116
cifar100,resnet56,global,3.0,lamp,28,100,0.5411,1.6588
cifar100,resnet56,global,3.0,lamp,29,100,0.5306,1.7243
cifar100,resnet56,global,3.0,lamp,30,100,0.4860,1.9328
cifar100,resnet56,global,3.0,lamp,31,100,0.5270,1.7219
cifar100,resnet56,global,3.0,lamp,32,100,0.5395,1.7242
cifar100,resnet56,global,3.0,lamp,33,100,0.5339,1.7129
cifar100,resnet56,global,3.0,lamp,34,100,0.5187,1.8022
cifar100,resnet56,global,3.0,lamp,35,100,0.5306,1.7099
cifar100,resnet56,global,3.0,lamp,36,100,0.5341,1.7121
cifar100,resnet56,global,3.0,lamp,37,100,0.5374,1.7047
cifar100,resnet56,global,3.0,lamp,38,100,0.5390,1.7014
cifar100,resnet56,global,3.0,lamp,39,100,0.5349,1.7154
cifar100,resnet56,global,3.0,lamp,40,100,0.5435,1.7356
cifar100,resnet56,global,3.0,lamp,41,100,0.5294,1.7731
cifar100,resnet56,global,3.0,lamp,42,100,0.5172,1.8203
cifar100,resnet56,global,3.0,lamp,43,100,0.5506,1.6313
cifar100,resnet56,global,3.0,lamp,44,100,0.5259,1.7659
cifar100,resnet56,global,3.0,lamp,45,100,0.5575,1.6341
cifar100,resnet56,global,3.0,lamp,46,100,0.5278,1.7523
cifar100,resnet56,global,3.0,lamp,47,100,0.5270,1.7894
cifar100,resnet56,global,3.0,lamp,48,100,0.5278,1.7678
cifar100,resnet56,global,3.0,lamp,49,100,0.5659,1.5754
cifar100,resnet56,global,3.0,lamp,50,100,0.5522,1.6335
cifar100,resnet56,global,3.0,lamp,51,100,0.5318,1.7868
cifar100,resnet56,global,3.0,lamp,52,100,0.5517,1.6284
cifar100,resnet56,global,3.0,lamp,53,100,0.5383,1.7115
cifar100,resnet56,global,3.0,lamp,54,100,0.5246,1.7681
cifar100,resnet56,global,3.0,lamp,55,100,0.5401,1.6944
cifar100,resnet56,global,3.0,lamp,56,100,0.5472,1.6713
cifar100,resnet56,global,3.0,lamp,57,100,0.5542,1.6475
cifar100,resnet56,global,3.0,lamp,58,100,0.5617,1.6442
cifar100,resnet56,global,3.0,lamp,59,100,0.5091,1.8898
cifar100,resnet56,global,3.0,lamp,60,100,0.6224,1.3340
cifar100,resnet56,global,3.0,lamp,61,100,0.6276,1.3317
cifar100,resnet56,global,3.0,lamp,62,100,0.6287,1.3223
cifar100,resnet56,global,3.0,lamp,63,100,0.6295,1.3182
cifar100,resnet56,global,3.0,lamp,64,100,0.6276,1.3228
cifar100,resnet56,global,3.0,lamp,65,100,0.6280,1.3237
cifar100,resnet56,global,3.0,lamp,66,100,0.6279,1.3318
cifar100,resnet56,global,3.0,lamp,67,100,0.6285,1.3260
cifar100,resnet56,global,3.0,lamp,68,100,0.6284,1.3205
cifar100,resnet56,global,3.0,lamp,69,100,0.6290,1.3382
cifar100,resnet56,global,3.0,lamp,70,100,0.6330,1.3287
cifar100,resnet56,global,3.0,lamp,71,100,0.6289,1.3443
cifar100,resnet56,global,3.0,lamp,72,100,0.6300,1.3367
cifar100,resnet56,global,3.0,lamp,73,100,0.6278,1.3440
cifar100,resnet56,global,3.0,lamp,74,100,0.6309,1.3388
cifar100,resnet56,global,3.0,lamp,75,100,0.6319,1.3376
cifar100,resnet56,global,3.0,lamp,76,100,0.6292,1.3337
cifar100,resnet56,global,3.0,lamp,77,100,0.6279,1.3351
cifar100,resnet56,global,3.0,lamp,78,100,0.6303,1.3455
cifar100,resnet56,global,3.0,lamp,79,100,0.6286,1.3609
cifar100,resnet56,global,3.0,lamp,80,100,0.6330,1.3336
cifar100,resnet56,global,3.0,lamp,81,100,0.6337,1.3287
cifar100,resnet56,global,3.0,lamp,82,100,0.6363,1.3263
cifar100,resnet56,global,3.0,lamp,83,100,0.6367,1.3285
cifar100,resnet56,global,3.0,lamp,84,100,0.6344,1.3301
cifar100,resnet56,global,3.0,lamp,85,100,0.6344,1.3316
cifar100,resnet56,global,3.0,lamp,86,100,0.6356,1.3315
cifar100,resnet56,global,3.0,lamp,87,100,0.6348,1.3362
cifar100,resnet56,global,3.0,lamp,88,100,0.6331,1.3321
cifar100,resnet56,global,3.0,lamp,89,100,0.6344,1.3326
cifar100,resnet56,global,3.0,lamp,90,100,0.6327,1.3291
cifar100,resnet56,global,3.0,lamp,91,100,0.6331,1.3343
cifar100,resnet56,global,3.0,lamp,92,100,0.6354,1.3244
cifar100,resnet56,global,3.0,lamp,93,100,0.6349,1.3340
cifar100,resnet56,global,3.0,lamp,94,100,0.6351,1.3332
cifar100,resnet56,global,3.0,lamp,95,100,0.6345,1.3318
cifar100,resnet56,global,3.0,lamp,96,100,0.6339,1.3296
cifar100,resnet56,global,3.0,lamp,97,100,0.6362,1.3269
cifar100,resnet56,global,3.0,lamp,98,100,0.6378,1.3267
cifar100,resnet56,global,3.0,lamp,99,100,0.6366,1.3295
cifar10,vgg19,global,2.0,lamp,0,100,0.9080,0.3279
cifar10,vgg19,global,2.0,lamp,1,100,0.9076,0.3331
cifar10,vgg19,global,2.0,lamp,2,100,0.9086,0.3338
cifar10,vgg19,global,2.0,lamp,3,100,0.9121,0.3240
cifar10,vgg19,global,2.0,lamp,4,100,0.9121,0.3244
cifar10,vgg19,global,2.0,lamp,5,100,0.9047,0.3382
cifar10,vgg19,global,2.0,lamp,6,100,0.9073,0.3375
cifar10,vgg19,global,2.0,lamp,7,100,0.9113,0.3362
cifar10,vgg19,global,2.0,lamp,8,100,0.9083,0.3421
cifar10,vgg19,global,2.0,lamp,9,100,0.9069,0.3473
cifar10,vgg19,global,2.0,lamp,10,100,0.9106,0.3238
cifar10,vgg19,global,2.0,lamp,11,100,0.9045,0.3681
cifar10,vgg19,global,2.0,lamp,12,100,0.9099,0.3206
cifar10,vgg19,global,2.0,lamp,13,100,0.9107,0.3387
cifar10,vgg19,global,2.0,lamp,14,100,0.9079,0.3330
cifar10,vgg19,global,2.0,lamp,15,100,0.9058,0.3430
cifar10,vgg19,global,2.0,lamp,16,100,0.9062,0.3579
cifar10,vgg19,global,2.0,lamp,17,100,0.9099,0.3294
cifar10,vgg19,global,2.0,lamp,18,100,0.9047,0.3387
cifar10,vgg19,global,2.0,lamp,19,100,0.9023,0.3688
cifar10,vgg19,global,2.0,lamp,20,100,0.8976,0.3736
cifar10,vgg19,global,2.0,lamp,21,100,0.9138,0.3392
cifar10,vgg19,global,2.0,lamp,22,100,0.9056,0.3693
cifar10,vgg19,global,2.0,lamp,23,100,0.9088,0.3248
cifar10,vgg19,global,2.0,lamp,24,100,0.9114,0.3267
cifar10,vgg19,global,2.0,lamp,25,100,0.9121,0.3232
cifar10,vgg19,global,2.0,lamp,26,100,0.9166,0.3108
cifar10,vgg19,global,2.0,lamp,27,100,0.8942,0.3916
cifar10,vgg19,global,2.0,lamp,28,100,0.9094,0.3414
cifar10,vgg19,global,2.0,lamp,29,100,0.9088,0.3445
cifar10,vgg19,global,2.0,lamp,30,100,0.9120,0.3409
cifar10,vgg19,global,2.0,lamp,31,100,0.9045,0.3523
cifar10,vgg19,global,2.0,lamp,32,100,0.9149,0.3215
cifar10,vgg19,global,2.0,lamp,33,100,0.9072,0.3435
cifar10,vgg19,global,2.0,lamp,34,100,0.9115,0.3313
cifar10,vgg19,global,2.0,lamp,35,100,0.9073,0.3486
cifar10,vgg19,global,2.0,lamp,36,100,0.8980,0.3861
cifar10,vgg19,global,2.0,lamp,37,100,0.9012,0.3690
cifar10,vgg19,global,2.0,lamp,38,100,0.9064,0.3456
cifar10,vgg19,global,2.0,lamp,39,100,0.9052,0.3621
cifar10,vgg19,global,2.0,lamp,40,100,0.9046,0.3460
cifar10,vgg19,global,2.0,lamp,41,100,0.9123,0.3202
cifar10,vgg19,global,2.0,lamp,42,100,0.9086,0.3482
cifar10,vgg19,global,2.0,lamp,43,100,0.9072,0.3431
cifar10,vgg19,global,2.0,lamp,44,100,0.8946,0.4128
cifar10,vgg19,global,2.0,lamp,45,100,0.9073,0.3514
cifar10,vgg19,global,2.0,lamp,46,100,0.8970,0.3917
cifar10,vgg19,global,2.0,lamp,47,100,0.9098,0.3434
cifar10,vgg19,global,2.0,lamp,48,100,0.9067,0.3703
cifar10,vgg19,global,2.0,lamp,49,100,0.9061,0.3492
cifar10,vgg19,global,2.0,lamp,50,100,0.9109,0.3294
cifar10,vgg19,global,2.0,lamp,51,100,0.9177,0.3122
cifar10,vgg19,global,2.0,lamp,52,100,0.9126,0.3278
cifar10,vgg19,global,2.0,lamp,53,100,0.9095,0.3460
cifar10,vgg19,global,2.0,lamp,54,100,0.9139,0.3136
cifar10,vgg19,global,2.0,lamp,55,100,0.9010,0.3954
cifar10,vgg19,global,2.0,lamp,56,100,0.8833,0.4464
cifar10,vgg19,global,2.0,lamp,57,100,0.8999,0.3755
cifar10,vgg19,global,2.0,lamp,58,100,0.9081,0.3266
cifar10,vgg19,global,2.0,lamp,59,100,0.9121,0.3402
cifar10,vgg19,global,2.0,lamp,60,100,0.9315,0.2595
cifar10,vgg19,global,2.0,lamp,61,100,0.9344,0.2584
cifar10,vgg19,global,2.0,lamp,62,100,0.9346,0.2582
cifar10,vgg19,global,2.0,lamp,63,100,0.9354,0.2602
cifar10,vgg19,global,2.0,lamp,64,100,0.9357,0.2629
cifar10,vgg19,global,2.0,lamp,65,100,0.9359,0.2640
cifar10,vgg19,global,2.0,lamp,66,100,0.9361,0.2638
cifar10,vgg19,global,2.0,lamp,67,100,0.9360,0.2664
cifar10,vgg19,global,2.0,lamp,68,100,0.9364,0.2691
cifar10,vgg19,global,2.0,lamp,69,100,0.9353,0.2706
cifar10,vgg19,global,2.0,lamp,70,100,0.9362,0.2692
cifar10,vgg19,global,2.0,lamp,71,100,0.9375,0.2738
cifar10,vgg19,global,2.0,lamp,72,100,0.9359,0.2763
cifar10,vgg19,global,2.0,lamp,73,100,0.9370,0.2731
cifar10,vgg19,global,2.0,lamp,74,100,0.9375,0.2755
cifar10,vgg19,global,2.0,lamp,75,100,0.9373,0.2726
cifar10,vgg19,global,2.0,lamp,76,100,0.9376,0.2743
cifar10,vgg19,global,2.0,lamp,77,100,0.9374,0.2721
cifar10,vgg19,global,2.0,lamp,78,100,0.9378,0.2764
cifar10,vgg19,global,2.0,lamp,79,100,0.9382,0.2774
cifar10,vgg19,global,2.0,lamp,80,100,0.9377,0.2774
cifar10,vgg19,global,2.0,lamp,81,100,0.9377,0.2758
cifar10,vgg19,global,2.0,lamp,82,100,0.9375,0.2777
cifar10,vgg19,global,2.0,lamp,83,100,0.9376,0.2758
cifar10,vgg19,global,2.0,lamp,84,100,0.9373,0.2752
cifar10,vgg19,global,2.0,lamp,85,100,0.9375,0.2746
cifar10,vgg19,global,2.0,lamp,86,100,0.9375,0.2741
cifar10,vgg19,global,2.0,lamp,87,100,0.9380,0.2761
cifar10,vgg19,global,2.0,lamp,88,100,0.9374,0.2771
cifar10,vgg19,global,2.0,lamp,89,100,0.9384,0.2744
cifar10,vgg19,global,2.0,lamp,90,100,0.9383,0.2751
cifar10,vgg19,global,2.0,lamp,91,100,0.9383,0.2750
cifar10,vgg19,global,2.0,lamp,92,100,0.9380,0.2760
cifar10,vgg19,global,2.0,lamp,93,100,0.9381,0.2756
cifar10,vgg19,global,2.0,lamp,94,100,0.9381,0.2756
cifar10,vgg19,global,2.0,lamp,95,100,0.9389,0.2750
cifar10,vgg19,global,2.0,lamp,96,100,0.9384,0.2745
cifar10,vgg19,global,2.0,lamp,97,100,0.9376,0.2753
cifar10,vgg19,global,2.0,lamp,98,100,0.9379,0.2748
cifar10,vgg19,global,2.0,lamp,99,100,0.9379,0.2740
cifar10,vgg19,global,3.0,group_sl,0,100,0.9087,0.3411
cifar10,vgg19,global,3.0,group_sl,1,100,0.9154,0.3304
cifar10,vgg19,global,3.0,group_sl,2,100,0.8954,0.4016
cifar10,vgg19,global,3.0,group_sl,3,100,0.9066,0.3681
cifar10,vgg19,global,3.0,group_sl,4,100,0.9157,0.3310
cifar10,vgg19,global,3.0,group_sl,5,100,0.9162,0.3148
cifar10,vgg19,global,3.0,group_sl,6,100,0.9207,0.3028
cifar10,vgg19,global,3.0,group_sl,7,100,0.9141,0.3371
cifar10,vgg19,global,3.0,group_sl,8,100,0.9115,0.3728
cifar10,vgg19,global,3.0,group_sl,9,100,0.9195,0.3145
cifar10,vgg19,global,3.0,group_sl,10,100,0.9118,0.3462
cifar10,vgg19,global,3.0,group_sl,11,100,0.9216,0.3157
cifar10,vgg19,global,3.0,group_sl,12,100,0.9218,0.3242
cifar10,vgg19,global,3.0,group_sl,13,100,0.9252,0.3135
cifar10,vgg19,global,3.0,group_sl,14,100,0.9139,0.3552
cifar10,vgg19,global,3.0,group_sl,15,100,0.9153,0.3590
cifar10,vgg19,global,3.0,group_sl,16,100,0.9186,0.3532
cifar10,vgg19,global,3.0,group_sl,17,100,0.9121,0.3741
cifar10,vgg19,global,3.0,group_sl,18,100,0.9210,0.3317
cifar10,vgg19,global,3.0,group_sl,19,100,0.9243,0.3197
cifar10,vgg19,global,3.0,group_sl,20,100,0.9224,0.3222
cifar10,vgg19,global,3.0,group_sl,21,100,0.9205,0.3463
cifar10,vgg19,global,3.0,group_sl,22,100,0.9236,0.3271
cifar10,vgg19,global,3.0,group_sl,23,100,0.9214,0.3451
cifar10,vgg19,global,3.0,group_sl,24,100,0.9280,0.3211
cifar10,vgg19,global,3.0,group_sl,25,100,0.9166,0.3517
cifar10,vgg19,global,3.0,group_sl,26,100,0.9258,0.3307
cifar10,vgg19,global,3.0,group_sl,27,100,0.9251,0.3259
cifar10,vgg19,global,3.0,group_sl,28,100,0.9243,0.3480
cifar10,vgg19,global,3.0,group_sl,29,100,0.9239,0.3185
cifar10,vgg19,global,3.0,group_sl,30,100,0.9209,0.3516
cifar10,vgg19,global,3.0,group_sl,31,100,0.9236,0.3376
cifar10,vgg19,global,3.0,group_sl,32,100,0.9232,0.3373
cifar10,vgg19,global,3.0,group_sl,33,100,0.9175,0.3692
cifar10,vgg19,global,3.0,group_sl,34,100,0.9224,0.3547
cifar10,vgg19,global,3.0,group_sl,35,100,0.9263,0.3327
cifar10,vgg19,global,3.0,group_sl,36,100,0.9223,0.3535
cifar10,vgg19,global,3.0,group_sl,37,100,0.9273,0.3350
cifar10,vgg19,global,3.0,group_sl,38,100,0.9222,0.3653
cifar10,vgg19,global,3.0,group_sl,39,100,0.9253,0.3391
cifar10,vgg19,global,3.0,group_sl,40,100,0.9232,0.3423
cifar10,vgg19,global,3.0,group_sl,41,100,0.9264,0.3389
cifar10,vgg19,global,3.0,group_sl,42,100,0.9207,0.3675
cifar10,vgg19,global,3.0,group_sl,43,100,0.9256,0.3497
cifar10,vgg19,global,3.0,group_sl,44,100,0.9262,0.3382
cifar10,vgg19,global,3.0,group_sl,45,100,0.9192,0.3831
cifar10,vgg19,global,3.0,group_sl,46,100,0.9228,0.3768
cifar10,vgg19,global,3.0,group_sl,47,100,0.9253,0.3580
cifar10,vgg19,global,3.0,group_sl,48,100,0.9239,0.3470
cifar10,vgg19,global,3.0,group_sl,49,100,0.9264,0.3536
cifar10,vgg19,global,3.0,group_sl,50,100,0.9246,0.3568
cifar10,vgg19,global,3.0,group_sl,51,100,0.9236,0.3585
cifar10,vgg19,global,3.0,group_sl,52,100,0.9213,0.3799
cifar10,vgg19,global,3.0,group_sl,53,100,0.9260,0.3557
cifar10,vgg19,global,3.0,group_sl,54,100,0.9221,0.3638
cifar10,vgg19,global,3.0,group_sl,55,100,0.9248,0.3631
cifar10,vgg19,global,3.0,group_sl,56,100,0.9259,0.3615
cifar10,vgg19,global,3.0,group_sl,57,100,0.9243,0.3649
cifar10,vgg19,global,3.0,group_sl,58,100,0.9242,0.3589
cifar10,vgg19,global,3.0,group_sl,59,100,0.9261,0.3441
cifar10,vgg19,global,3.0,group_sl,60,100,0.9335,0.3192
cifar10,vgg19,global,3.0,group_sl,61,100,0.9347,0.3158
cifar10,vgg19,global,3.0,group_sl,62,100,0.9355,0.3142
cifar10,vgg19,global,3.0,group_sl,63,100,0.9357,0.3120
cifar10,vgg19,global,3.0,group_sl,64,100,0.9368,0.3148
cifar10,vgg19,global,3.0,group_sl,65,100,0.9359,0.3147
cifar10,vgg19,global,3.0,group_sl,66,100,0.9360,0.3169
cifar10,vgg19,global,3.0,group_sl,67,100,0.9364,0.3172
cifar10,vgg19,global,3.0,group_sl,68,100,0.9368,0.3185
cifar10,vgg19,global,3.0,group_sl,69,100,0.9362,0.3205
cifar10,vgg19,global,3.0,group_sl,70,100,0.9378,0.3189
cifar10,vgg19,global,3.0,group_sl,71,100,0.9372,0.3220
cifar10,vgg19,global,3.0,group_sl,72,100,0.9372,0.3227
cifar10,vgg19,global,3.0,group_sl,73,100,0.9379,0.3214
cifar10,vgg19,global,3.0,group_sl,74,100,0.9367,0.3236
cifar10,vgg19,global,3.0,group_sl,75,100,0.9378,0.3275
cifar10,vgg19,global,3.0,group_sl,76,100,0.9377,0.3250
cifar10,vgg19,global,3.0,group_sl,77,100,0.9370,0.3279
cifar10,vgg19,global,3.0,group_sl,78,100,0.9362,0.3255
cifar10,vgg19,global,3.0,group_sl,79,100,0.9381,0.3278
cifar10,vgg19,global,3.0,group_sl,80,100,0.9379,0.3307
cifar10,vgg19,global,3.0,group_sl,81,100,0.9372,0.3279
cifar10,vgg19,global,3.0,group_sl,82,100,0.9371,0.3288
cifar10,vgg19,global,3.0,group_sl,83,100,0.9381,0.3283
cifar10,vgg19,global,3.0,group_sl,84,100,0.9385,0.3259
cifar10,vgg19,global,3.0,group_sl,85,100,0.9375,0.3277
cifar10,vgg19,global,3.0,group_sl,86,100,0.9379,0.3271
cifar10,vgg19,global,3.0,group_sl,87,100,0.9381,0.3263
cifar10,vgg19,global,3.0,group_sl,88,100,0.9379,0.3266
cifar10,vgg19,global,3.0,group_sl,89,100,0.9383,0.3262
cifar10,vgg19,global,3.0,group_sl,90,100,0.9373,0.3294
cifar10,vgg19,global,3.0,group_sl,91,100,0.9370,0.3277
cifar10,vgg19,global,3.0,group_sl,92,100,0.9375,0.3266
cifar10,vgg19,global,3.0,group_sl,93,100,0.9374,0.3268
cifar10,vgg19,global,3.0,group_sl,94,100,0.9371,0.3237
cifar10,vgg19,global,3.0,group_sl,95,100,0.9379,0.3269
cifar10,vgg19,global,3.0,group_sl,96,100,0.9383,0.3263
cifar10,vgg19,global,3.0,group_sl,97,100,0.9387,0.3262
cifar10,vgg19,global,3.0,group_sl,98,100,0.9374,0.3267
cifar10,vgg19,global,3.0,group_sl,99,100,0.9379,0.3277
cifar10,vgg19,global,3.0,group_sl,0,100,0.8376,0.5700
cifar10,vgg19,global,3.0,group_sl,1,100,0.8760,0.6124
cifar10,vgg19,global,3.0,group_sl,2,100,0.9058,0.4245
cifar10,vgg19,global,3.0,group_sl,3,100,0.9102,0.3991
cifar10,vgg19,global,3.0,group_sl,4,100,0.8944,0.4607
cifar10,vgg19,global,3.0,group_sl,5,100,0.8987,0.4234
cifar10,vgg19,global,3.0,group_sl,6,100,0.9007,0.4304
cifar10,vgg19,global,3.0,group_sl,7,100,0.9052,0.4037
cifar10,vgg19,global,3.0,group_sl,8,100,0.8997,0.4325
cifar10,vgg19,global,3.0,group_sl,9,100,0.9075,0.3959
cifar10,vgg19,global,3.0,group_sl,10,100,0.9053,0.3805
cifar10,vgg19,global,3.0,group_sl,11,100,0.9000,0.4210
cifar10,vgg19,global,3.0,group_sl,12,100,0.8935,0.4599
cifar10,vgg19,global,3.0,group_sl,13,100,0.9049,0.3930
cifar10,vgg19,global,3.0,group_sl,14,100,0.9007,0.4232
cifar10,vgg19,global,3.0,group_sl,15,100,0.9092,0.3733
cifar10,vgg19,global,3.0,group_sl,16,100,0.9095,0.3623
cifar10,vgg19,global,3.0,group_sl,17,100,0.8927,0.4701
cifar10,vgg19,global,3.0,group_sl,18,100,0.9096,0.3621
cifar10,vgg19,global,3.0,group_sl,19,100,0.9069,0.3656
cifar10,vgg19,global,3.0,group_sl,20,100,0.9080,0.3682
cifar10,vgg19,global,3.0,group_sl,21,100,0.9043,0.3937
cifar10,vgg19,global,3.0,group_sl,22,100,0.9093,0.3572
cifar10,vgg19,global,3.0,group_sl,23,100,0.9062,0.3758
cifar10,vgg19,global,3.0,group_sl,24,100,0.8937,0.4489
cifar10,vgg19,global,3.0,group_sl,25,100,0.9093,0.3747
cifar10,vgg19,global,3.0,group_sl,26,100,0.8970,0.4116
cifar10,vgg19,global,3.0,group_sl,27,100,0.9058,0.3678
cifar10,vgg19,global,3.0,group_sl,28,100,0.9093,0.3652
cifar10,vgg19,global,3.0,group_sl,29,100,0.8999,0.4064
cifar10,vgg19,global,3.0,group_sl,30,100,0.9119,0.3550
cifar10,vgg19,global,3.0,group_sl,31,100,0.9034,0.3912
cifar10,vgg19,global,3.0,group_sl,32,100,0.9081,0.3619
cifar10,vgg19,global,3.0,group_sl,33,100,0.9039,0.3827
cifar10,vgg19,global,3.0,group_sl,34,100,0.9078,0.3491
cifar10,vgg19,global,3.0,group_sl,35,100,0.9138,0.3429
cifar10,vgg19,global,3.0,group_sl,36,100,0.9100,0.3613
cifar10,vgg19,global,3.0,group_sl,37,100,0.9186,0.3258
cifar10,vgg19,global,3.0,group_sl,38,100,0.9139,0.3446
cifar10,vgg19,global,3.0,group_sl,39,100,0.9051,0.3782
cifar10,vgg19,global,3.0,group_sl,40,100,0.8975,0.4173
cifar10,vgg19,global,3.0,group_sl,41,100,0.8989,0.3828
cifar10,vgg19,global,3.0,group_sl,42,100,0.9096,0.3468
cifar10,vgg19,global,3.0,group_sl,43,100,0.9047,0.3615
cifar10,vgg19,global,3.0,group_sl,44,100,0.9032,0.3764
cifar10,vgg19,global,3.0,group_sl,45,100,0.9099,0.3652
cifar10,vgg19,global,3.0,group_sl,46,100,0.9115,0.3574
cifar10,vgg19,global,3.0,group_sl,47,100,0.9101,0.3626
cifar10,vgg19,global,3.0,group_sl,48,100,0.9100,0.3717
cifar10,vgg19,global,3.0,group_sl,49,100,0.9039,0.3840
cifar10,vgg19,global,3.0,group_sl,50,100,0.9099,0.3535
cifar10,vgg19,global,3.0,group_sl,51,100,0.9078,0.3554
cifar10,vgg19,global,3.0,group_sl,52,100,0.9073,0.3745
cifar10,vgg19,global,3.0,group_sl,53,100,0.9043,0.3716
cifar10,vgg19,global,3.0,group_sl,54,100,0.9057,0.3851
cifar10,vgg19,global,3.0,group_sl,55,100,0.8999,0.4002
cifar10,vgg19,global,3.0,group_sl,56,100,0.9033,0.3802
cifar10,vgg19,global,3.0,group_sl,57,100,0.9075,0.3662
cifar10,vgg19,global,3.0,group_sl,58,100,0.9043,0.3587
cifar10,vgg19,global,3.0,group_sl,59,100,0.9091,0.3335
cifar10,vgg19,global,3.0,group_sl,60,100,0.9288,0.2730
cifar10,vgg19,global,3.0,group_sl,61,100,0.9312,0.2742
cifar10,vgg19,global,3.0,group_sl,62,100,0.9330,0.2723
cifar10,vgg19,global,3.0,group_sl,63,100,0.9335,0.2758
cifar10,vgg19,global,3.0,group_sl,64,100,0.9349,0.2767
cifar10,vgg19,global,3.0,group_sl,65,100,0.9322,0.2822
cifar10,vgg19,global,3.0,group_sl,66,100,0.9362,0.2798
cifar10,vgg19,global,3.0,group_sl,67,100,0.9349,0.2801
cifar10,vgg19,global,3.0,group_sl,68,100,0.9331,0.2848
cifar10,vgg19,global,3.0,group_sl,69,100,0.9342,0.2842
cifar10,vgg19,global,3.0,group_sl,70,100,0.9361,0.2791
cifar10,vgg19,global,3.0,group_sl,71,100,0.9355,0.2850
cifar10,vgg19,global,3.0,group_sl,72,100,0.9355,0.2817
cifar10,vgg19,global,3.0,group_sl,73,100,0.9356,0.2850
cifar10,vgg19,global,3.0,group_sl,74,100,0.9353,0.2864
cifar10,vgg19,global,3.0,group_sl,75,100,0.9362,0.2881
cifar10,vgg19,global,3.0,group_sl,76,100,0.9361,0.2859
cifar10,vgg19,global,3.0,group_sl,77,100,0.9364,0.2861
cifar10,vgg19,global,3.0,group_sl,78,100,0.9360,0.2895
cifar10,vgg19,global,3.0,group_sl,79,100,0.9370,0.2874
cifar10,vgg19,global,3.0,group_sl,80,100,0.9370,0.2873
cifar10,vgg19,global,3.0,group_sl,81,100,0.9373,0.2893
cifar10,vgg19,global,3.0,group_sl,82,100,0.9376,0.2874
cifar10,vgg19,global,3.0,group_sl,83,100,0.9369,0.2864
cifar10,vgg19,global,3.0,group_sl,84,100,0.9364,0.2874
cifar10,vgg19,global,3.0,group_sl,85,100,0.9372,0.2868
cifar10,vgg19,global,3.0,group_sl,86,100,0.9368,0.2881
cifar10,vgg19,global,3.0,group_sl,87,100,0.9378,0.2856
cifar10,vgg19,global,3.0,group_sl,88,100,0.9379,0.2865
cifar10,vgg19,global,3.0,group_sl,89,100,0.9375,0.2872
cifar10,vgg19,global,3.0,group_sl,90,100,0.9372,0.2877
cifar10,vgg19,global,3.0,group_sl,91,100,0.9371,0.2864
cifar10,vgg19,global,3.0,group_sl,92,100,0.9375,0.2878
cifar10,vgg19,global,3.0,group_sl,93,100,0.9376,0.2872
cifar10,vgg19,global,3.0,group_sl,94,100,0.9374,0.2864
cifar10,vgg19,global,3.0,group_sl,95,100,0.9375,0.2872
cifar10,vgg19,global,3.0,group_sl,96,100,0.9380,0.2867
cifar10,vgg19,global,3.0,group_sl,97,100,0.9369,0.2880
cifar10,vgg19,global,3.0,group_sl,98,100,0.9378,0.2872
cifar10,vgg19,global,3.0,group_sl,99,100,0.9377,0.2883
cifar10,vgg19,global,2.0,fpgm,0,100,0.9059,0.3551
cifar10,vgg19,global,2.0,fpgm,1,100,0.9037,0.3463
cifar10,vgg19,global,2.0,fpgm,2,100,0.9061,0.3379
cifar10,vgg19,global,2.0,fpgm,3,100,0.9079,0.3501
cifar10,vgg19,global,2.0,fpgm,4,100,0.9134,0.3237
cifar10,vgg19,global,2.0,fpgm,5,100,0.9101,0.3091
cifar10,vgg19,global,2.0,fpgm,6,100,0.9123,0.3291
cifar10,vgg19,global,2.0,fpgm,7,100,0.8922,0.4045
cifar10,vgg19,global,2.0,fpgm,8,100,0.9112,0.3393
cifar10,vgg19,global,2.0,fpgm,9,100,0.8988,0.3772
cifar10,vgg19,global,2.0,fpgm,10,100,0.9054,0.3463
cifar10,vgg19,global,2.0,fpgm,11,100,0.9016,0.3604
cifar10,vgg19,global,2.0,fpgm,12,100,0.9109,0.3191
cifar10,vgg19,global,2.0,fpgm,13,100,0.9133,0.3143
cifar10,vgg19,global,2.0,fpgm,14,100,0.9162,0.3223
cifar10,vgg19,global,2.0,fpgm,15,100,0.9071,0.3522
cifar10,vgg19,global,2.0,fpgm,16,100,0.9090,0.3382
cifar10,vgg19,global,2.0,fpgm,17,100,0.9147,0.3091
cifar10,vgg19,global,2.0,fpgm,18,100,0.9051,0.3539
cifar10,vgg19,global,2.0,fpgm,19,100,0.8929,0.4131
cifar10,vgg19,global,2.0,fpgm,20,100,0.9059,0.3613
cifar10,vgg19,global,2.0,fpgm,21,100,0.9056,0.3491
cifar10,vgg19,global,2.0,fpgm,22,100,0.9138,0.3258
cifar10,vgg19,global,2.0,fpgm,23,100,0.9083,0.3413
cifar10,vgg19,global,2.0,fpgm,24,100,0.9057,0.3578
cifar10,vgg19,global,2.0,fpgm,25,100,0.9154,0.3360
cifar10,vgg19,global,2.0,fpgm,26,100,0.9156,0.3341
cifar10,vgg19,global,2.0,fpgm,27,100,0.9029,0.3766
